name,Photo,about,degree,phone,email,address,specialization,yearofexperience,language,rating,clinicname,timings,onlinebooking,consultonline,linktoprofile
Healing Hands Clinic,https://www.practo.com/bundles/practopractoapp/images/hospital_logo.png,"Chakan, Pune",MBBS,null,null,"Chakan, Pune",Ayurveda,null,"eng,hindi",null,Healing Hands Clinic,null,https://www.practo.com/pune/clinic/healing-hands-clinic-chakan?specialization=Ayurveda,https://www.practo.com/pune/clinic/healing-hands-clinic-chakan?specialization=Ayurveda,https://www.practo.com/pune/clinic/healing-hands-clinic-chakan?specialization=Ayurveda
Chandrama Clinic And Nursing Home,https://images1-fabric.practo.com/chandrama-clinic-1459079793-56f7ca717558f.jpg,"Sadashiv Peth, Pune",MBBS,null,null,"Sadashiv Peth, Pune",Ayurveda,null,"eng,hindi",5.0,Chandrama Clinic And Nursing Home,null,https://www.practo.com/pune/clinic/chandrama-clinic-and-nursing-home-sadashiv-peth?specialization=Ayurveda,https://www.practo.com/pune/clinic/chandrama-clinic-and-nursing-home-sadashiv-peth?specialization=Ayurveda,https://www.practo.com/pune/clinic/chandrama-clinic-and-nursing-home-sadashiv-peth?specialization=Ayurveda
Health Point Polyclinic,https://images1-fabric.practo.com/practices/900536/health-point-polyclinic-pune-59bfaf0428fcd.jpg,"Kothrud, Pune",MBBS,null,null,"Kothrud, Pune",Ayurveda,null,"eng,hindi",5.0,Health Point Polyclinic,null,https://www.practo.com/pune/clinic/health-point-polyclinic-kothrud-1-3?specialization=Ayurveda,https://www.practo.com/pune/clinic/health-point-polyclinic-kothrud-1-3?specialization=Ayurveda,https://www.practo.com/pune/clinic/health-point-polyclinic-kothrud-1-3?specialization=Ayurveda
Amrutaarnav Ayurvedic And Panchakarma Chikitsalaya,https://images1-fabric.practo.com/amrutaarnav-ayurvedic-and-panchakarma-chikitsalaya-pune-1476775965-5805d01d0bfec.jpg,"Baner Road, Pune",MBBS,null,null,"Baner Road, Pune",Ayurveda,null,"eng,hindi",null,Amrutaarnav Ayurvedic And Panchakarma Chikitsalaya,null,https://www.practo.com/pune/clinic/amrutaarnav-ayurvedic-and-panchakarma-chikitsalaya-baner-road?specialization=Ayurveda,https://www.practo.com/pune/clinic/amrutaarnav-ayurvedic-and-panchakarma-chikitsalaya-baner-road?specialization=Ayurveda,https://www.practo.com/pune/clinic/amrutaarnav-ayurvedic-and-panchakarma-chikitsalaya-baner-road?specialization=Ayurveda
Anjali Mukerjee Health Total,https://images1-fabric.practo.com/anjali-mukerjee-health-total-pune-1477575043-58120183b21eb.png,"Pimpri-Chinchwad, Pune",MBBS,null,null,"Pimpri-Chinchwad, Pune",Ayurveda,null,"eng,hindi",null,Anjali Mukerjee Health Total,null,https://www.practo.com/pune/clinic/anjali-mukerjee-health-total-pimpri?specialization=Ayurveda,https://www.practo.com/pune/clinic/anjali-mukerjee-health-total-pimpri?specialization=Ayurveda,https://www.practo.com/pune/clinic/anjali-mukerjee-health-total-pimpri?specialization=Ayurveda
Anjali Mukerjee Health Total,https://images1-fabric.practo.com/anjali-mukerjee-health-total-pune-1477570504-5811efc8559ec.png,"Kondhwa, Pune",MBBS,null,null,"Kondhwa, Pune",Ayurveda,null,"eng,hindi",null,Anjali Mukerjee Health Total,null,https://www.practo.com/pune/clinic/anjali-mukerjee-health-total-kondhwa?specialization=Ayurveda,https://www.practo.com/pune/clinic/anjali-mukerjee-health-total-kondhwa?specialization=Ayurveda,https://www.practo.com/pune/clinic/anjali-mukerjee-health-total-kondhwa?specialization=Ayurveda
Anjali Mukerjee Health Total,https://images1-fabric.practo.com/anjali-mukerjee-health-total-pune-1477570634-5811f04abb5fd.png,"Aundh, Pune",MBBS,null,null,"Aundh, Pune",Ayurveda,null,"eng,hindi",null,Anjali Mukerjee Health Total,null,https://www.practo.com/pune/clinic/anjali-mukerjee-health-total-aundh?specialization=Ayurveda,https://www.practo.com/pune/clinic/anjali-mukerjee-health-total-aundh?specialization=Ayurveda,https://www.practo.com/pune/clinic/anjali-mukerjee-health-total-aundh?specialization=Ayurveda
Healing Hands Clinic,https://images1-fabric.practo.com/practices/1129682/healing-hands-clinic-pune-5c505ab46144e.jpg,"Baner, Pune",MBBS,null,null,"Baner, Pune",Ayurveda,null,"eng,hindi",5.0,Healing Hands Clinic,null,https://www.practo.com/pune/clinic/healing-hands-clinic-baner?specialization=Ayurveda,https://www.practo.com/pune/clinic/healing-hands-clinic-baner?specialization=Ayurveda,https://www.practo.com/pune/clinic/healing-hands-clinic-baner?specialization=Ayurveda
Healing Hands Clinic,https://images1-fabric.practo.com/practices/1137616/healing-hands-clinic-pune-590c7e146af0e.jpg,"Pimpri-Chinchwad, Pune",MBBS,null,null,"Pimpri-Chinchwad, Pune",Ayurveda,null,"eng,hindi",4.5,Healing Hands Clinic,null,https://www.practo.com/pune/clinic/healing-hands-clinic-chinchwad-1?specialization=Ayurveda,https://www.practo.com/pune/clinic/healing-hands-clinic-chinchwad-1?specialization=Ayurveda,https://www.practo.com/pune/clinic/healing-hands-clinic-chinchwad-1?specialization=Ayurveda
JIVA Ayurveda,https://images1-fabric.practo.com/practices/1183048/jiva-ayurveda-pune-605d84d5aa787.jpg,"Dhole Patil Road, Pune",MBBS,null,null,"Dhole Patil Road, Pune",Ayurveda,null,"eng,hindi",null,JIVA Ayurveda,null,https://www.practo.com/pune/clinic/jiva-ayurveda-dhole-patil-road?specialization=Ayurveda,https://www.practo.com/pune/clinic/jiva-ayurveda-dhole-patil-road?specialization=Ayurveda,https://www.practo.com/pune/clinic/jiva-ayurveda-dhole-patil-road?specialization=Ayurveda
Shree Ayurvedic Multispeciality Hospital,https://images1-fabric.practo.com/practices/649624/shree-ayurvedic-multispeciality-hospital-chennai-60be20c6d82ef.jpg/thumbnail,"West Mambalam, Chennai",MBBS,null,null,"West Mambalam, Chennai",Ayurveda,null,"eng,hindi",5.0,Shree Ayurvedic Multispeciality Hospital,null,https://www.practo.com/chennai/hospital/shree-ayurvedic-multispeciality-hospital-west-mambalam?specialization=Ayurveda,https://www.practo.com/chennai/hospital/shree-ayurvedic-multispeciality-hospital-west-mambalam?specialization=Ayurveda,https://www.practo.com/chennai/hospital/shree-ayurvedic-multispeciality-hospital-west-mambalam?specialization=Ayurveda
Shanta Ayurveda Hospital,https://images1-fabric.practo.com/practices/1247517/shanta-ayurveda-hospital-chennai-5c91dcdf114bc.png/thumbnail,"T Nagar, Chennai",MBBS,null,null,"T Nagar, Chennai",Ayurveda,null,"eng,hindi",null,Shanta Ayurveda Hospital,null,https://www.practo.com/chennai/hospital/shanta-ayurveda-hospital-t-nagar?specialization=Ayurveda,https://www.practo.com/chennai/hospital/shanta-ayurveda-hospital-t-nagar?specialization=Ayurveda,https://www.practo.com/chennai/hospital/shanta-ayurveda-hospital-t-nagar?specialization=Ayurveda
Lifeline Rigid Hospitals,https://images1-fabric.practo.com/lifeline-rigid-hospitals-chennai-1488888607-58bea31fa4dcc.png/thumbnail,"Kilpauk, Chennai",MBBS,null,null,"Kilpauk, Chennai",Ayurveda,null,"eng,hindi",5.0,Lifeline Rigid Hospitals,null,https://www.practo.com/chennai/hospital/lifeline-rigid-hospital-kilpauk-2?specialization=Ayurveda,https://www.practo.com/chennai/hospital/lifeline-rigid-hospital-kilpauk-2?specialization=Ayurveda,https://www.practo.com/chennai/hospital/lifeline-rigid-hospital-kilpauk-2?specialization=Ayurveda
Isha Life Health Solutions,https://images1-fabric.practo.com/practices/1224183/isha-life-health-solutions-chennai-5bb49fb2a623e.jpg/thumbnail,"Royapettah, Chennai",MBBS,null,null,"Royapettah, Chennai",Ayurveda,null,"eng,hindi",null,Isha Life Health Solutions,null,https://www.practo.com/chennai/hospital/isha-life-health-solutions-royapettah-1-1?specialization=Ayurveda,https://www.practo.com/chennai/hospital/isha-life-health-solutions-royapettah-1-1?specialization=Ayurveda,https://www.practo.com/chennai/hospital/isha-life-health-solutions-royapettah-1-1?specialization=Ayurveda
Trimed,https://images1-fabric.practo.com/practices/1071424/trimed-kilpauk-chennai-5a8d3ca92947d.jpg/thumbnail,"Anna Nagar, Chennai",MBBS,null,null,"Anna Nagar, Chennai",Ayurveda,null,"eng,hindi",null,Trimed,null,https://www.practo.com/chennai/hospital/trimed-kilpauk?specialization=Ayurveda,https://www.practo.com/chennai/hospital/trimed-kilpauk?specialization=Ayurveda,https://www.practo.com/chennai/hospital/trimed-kilpauk?specialization=Ayurveda
Dhyan Ayurvedic Hospital,//www.practostatic.com/web-assets/images/default_clinic.60df7b39c2ae.png,"Kottivakkam, Chennai",MBBS,null,null,"Kottivakkam, Chennai",Ayurveda,null,"eng,hindi",null,Dhyan Ayurvedic Hospital,null,https://www.practo.com/chennai/hospital/dhyan-ayurvedic-hospital-kottivakkam?specialization=Ayurveda,https://www.practo.com/chennai/hospital/dhyan-ayurvedic-hospital-kottivakkam?specialization=Ayurveda,https://www.practo.com/chennai/hospital/dhyan-ayurvedic-hospital-kottivakkam?specialization=Ayurveda
Nalam Ayurveda Hospital,//www.practostatic.com/web-assets/images/default_clinic.60df7b39c2ae.png,"Aminjikarai, Chennai",MBBS,null,null,"Aminjikarai, Chennai",Ayurveda,null,"eng,hindi",null,Nalam Ayurveda Hospital,null,https://www.practo.com/chennai/hospital/nalam-ayurveda-hospital-arumbakkam?specialization=Ayurveda,https://www.practo.com/chennai/hospital/nalam-ayurveda-hospital-arumbakkam?specialization=Ayurveda,https://www.practo.com/chennai/hospital/nalam-ayurveda-hospital-arumbakkam?specialization=Ayurveda
A. R. Ayurveda Hospital,//www.practostatic.com/web-assets/images/default_clinic.60df7b39c2ae.png,"Keelkattalai, Chennai",MBBS,null,null,"Keelkattalai, Chennai",Ayurveda,null,"eng,hindi",null,A. R. Ayurveda Hospital,null,https://www.practo.com/chennai/hospital/a-r-ayurveda-hospital-keelkattalai?specialization=Ayurveda,https://www.practo.com/chennai/hospital/a-r-ayurveda-hospital-keelkattalai?specialization=Ayurveda,https://www.practo.com/chennai/hospital/a-r-ayurveda-hospital-keelkattalai?specialization=Ayurveda
Prayoga Hospital,https://images1-fabric.practo.com/practices/826246/prayoga-hospital-chennai-5d1624c109256.png/thumbnail,"Rajakilpakkam, Chennai",MBBS,null,null,"Rajakilpakkam, Chennai",Ayurveda,null,"eng,hindi",null,Prayoga Hospital,null,https://www.practo.com/chennai/hospital/aburvaa-multi-special-herbal-clinic-hasthinapuram?specialization=Ayurveda,https://www.practo.com/chennai/hospital/aburvaa-multi-special-herbal-clinic-hasthinapuram?specialization=Ayurveda,https://www.practo.com/chennai/hospital/aburvaa-multi-special-herbal-clinic-hasthinapuram?specialization=Ayurveda
Buddhi Clinic - Porur,https://images1-fabric.practo.com/practices/1071284/buddhi-clinic-porur-chennai-5be01af943488.png,"Porur, Chennai",MBBS,null,null,"Porur, Chennai",Ayurveda,null,"eng,hindi",null,Buddhi Clinic - Porur,null,https://www.practo.com/chennai/clinic/buddhi-clinic-porur?specialization=Ayurveda,https://www.practo.com/chennai/clinic/buddhi-clinic-porur?specialization=Ayurveda,https://www.practo.com/chennai/clinic/buddhi-clinic-porur?specialization=Ayurveda
Buddhi Clinic - Velachery,https://images1-fabric.practo.com/practices/1130993/buddhi-clinic-velachery-chennai-5be01acc21411.png,"Velachery, Chennai",MBBS,null,null,"Velachery, Chennai",Ayurveda,null,"eng,hindi",5.0,Buddhi Clinic - Velachery,null,https://www.practo.com/chennai/clinic/buddhi-clinic-velachery?specialization=Ayurveda,https://www.practo.com/chennai/clinic/buddhi-clinic-velachery?specialization=Ayurveda,https://www.practo.com/chennai/clinic/buddhi-clinic-velachery?specialization=Ayurveda
Buddhi Clinic - Adyar,https://images1-fabric.practo.com/practices/1130954/buddhi-clinic-adyar-chennai-5be01b166282e.png,"Adyar, Chennai",MBBS,null,null,"Adyar, Chennai",Ayurveda,null,"eng,hindi",3.5,Buddhi Clinic - Adyar,null,https://www.practo.com/chennai/clinic/buddhi-clinic-adyar?specialization=Ayurveda,https://www.practo.com/chennai/clinic/buddhi-clinic-adyar?specialization=Ayurveda,https://www.practo.com/chennai/clinic/buddhi-clinic-adyar?specialization=Ayurveda
Buddhi Clinic - Teynampet,https://images1-fabric.practo.com/practices/1139172/neurokrish-chennai-5be012806b125.png,"Teynampet, Chennai",MBBS,null,null,"Teynampet, Chennai",Ayurveda,null,"eng,hindi",4.5,Buddhi Clinic - Teynampet,null,https://www.practo.com/chennai/clinic/buddhi-clinic-teynampet?specialization=Ayurveda,https://www.practo.com/chennai/clinic/buddhi-clinic-teynampet?specialization=Ayurveda,https://www.practo.com/chennai/clinic/buddhi-clinic-teynampet?specialization=Ayurveda
Sukh Ayurveda,https://images1-fabric.practo.com/practices/651516/sukh-ayurveda-noida-592fc662833d5.png,"Sector 20, Noida",MBBS,null,null,"Sector 20, Noida",Ayurveda,null,"eng,hindi",5.0,Sukh Ayurveda,null,https://www.practo.com/noida/clinic/sukhayurveda-sector-92?subscription_id=222577840&reach_subscription_id=222577840&specialization=Ayurveda&ad_id=534160676399551&show_all=true,https://www.practo.com/noida/clinic/sukhayurveda-sector-92?subscription_id=222577840&reach_subscription_id=222577840&specialization=Ayurveda&ad_id=534160676399551&show_all=true,https://www.practo.com/noida/clinic/sukhayurveda-sector-92?subscription_id=222577840&reach_subscription_id=222577840&specialization=Ayurveda&ad_id=534160676399551&show_all=true
Sukh Ayurveda,https://images1-fabric.practo.com/practices/651516/sukh-ayurveda-noida-592fc662833d5.png,"Sector 20, Noida",MBBS,null,null,"Sector 20, Noida",Ayurveda,null,"eng,hindi",5.0,Sukh Ayurveda,null,https://www.practo.com/noida/clinic/sukhayurveda-sector-92/doctors?subscription_id=222577840&reach_subscription_id=222577840&specialization=Ayurveda&ad_id=534160676399551&show_all=true,https://www.practo.com/noida/clinic/sukhayurveda-sector-92/doctors?subscription_id=222577840&reach_subscription_id=222577840&specialization=Ayurveda&ad_id=534160676399551&show_all=true,https://www.practo.com/noida/clinic/sukhayurveda-sector-92/doctors?subscription_id=222577840&reach_subscription_id=222577840&specialization=Ayurveda&ad_id=534160676399551&show_all=true
Kailash Health Village,https://images1-fabric.practo.com/kailash-health-village-1439788913-55d16f712a7fc.jpg,"Sector 62, Noida",MBBS,null,null,"Sector 62, Noida",Ayurveda,null,"eng,hindi",5.0,Kailash Health Village,null,https://www.practo.com/noida/clinic/kailash-health-village-noida-sector-62?specialization=Ayurveda,https://www.practo.com/noida/clinic/kailash-health-village-noida-sector-62?specialization=Ayurveda,https://www.practo.com/noida/clinic/kailash-health-village-noida-sector-62?specialization=Ayurveda
Anjali Mukerjee Health Total,https://images1-fabric.practo.com/anjali-mukerjee-health-total-noida-1477576026-5812055a329e4.png,"Sector 18, Noida",MBBS,null,null,"Sector 18, Noida",Ayurveda,null,"eng,hindi",null,Anjali Mukerjee Health Total,null,https://www.practo.com/noida/clinic/anjali-mukerjee-health-total-sector-18?specialization=Ayurveda,https://www.practo.com/noida/clinic/anjali-mukerjee-health-total-sector-18?specialization=Ayurveda,https://www.practo.com/noida/clinic/anjali-mukerjee-health-total-sector-18?specialization=Ayurveda
Jiva Ayurveda,https://images1-fabric.practo.com/practices/1183038/jiva-ayurveda-noida-605d7bc72109b.jpg,"Sector 51, Noida",MBBS,null,null,"Sector 51, Noida",Ayurveda,null,"eng,hindi",4.0,Jiva Ayurveda,null,https://www.practo.com/noida/clinic/jiva-ayurveda-clinic-noida-sector-51?specialization=Ayurveda,https://www.practo.com/noida/clinic/jiva-ayurveda-clinic-noida-sector-51?specialization=Ayurveda,https://www.practo.com/noida/clinic/jiva-ayurveda-clinic-noida-sector-51?specialization=Ayurveda
Acharya Manish Ji Ayurveda Centre,https://images1-fabric.practo.com/practices/1246302/acharya-manish-ji-ayurveda-centre-noida-5f097242cf616.jpg,"Sector 49, Noida",MBBS,null,null,"Sector 49, Noida",Ayurveda,null,"eng,hindi",null,Acharya Manish Ji Ayurveda Centre,null,https://www.practo.com/noida/clinic/acharya-manish-ji-ayurveda-centre-sector-49?specialization=Ayurveda,https://www.practo.com/noida/clinic/acharya-manish-ji-ayurveda-centre-sector-49?specialization=Ayurveda,https://www.practo.com/noida/clinic/acharya-manish-ji-ayurveda-centre-sector-49?specialization=Ayurveda
Maharishi Ayurveda Wellness Clinic,https://images1-fabric.practo.com/practices/1299973/maharishi-ayurveda-wellness-clinic-noida-5f291fb6d9603.png,"Sector 19, Noida",MBBS,null,null,"Sector 19, Noida",Ayurveda,null,"eng,hindi",5.0,Maharishi Ayurveda Wellness Clinic,null,https://www.practo.com/noida/clinic/maharishi-ayurveda-wellness-clinic-sector-19?specialization=Ayurveda,https://www.practo.com/noida/clinic/maharishi-ayurveda-wellness-clinic-sector-19?specialization=Ayurveda,https://www.practo.com/noida/clinic/maharishi-ayurveda-wellness-clinic-sector-19?specialization=Ayurveda
MS HAQUE CLINIC,https://images1-fabric.practo.com/practices/1277683/ms-haque-clinic-kolkata-5f7ffba52efdd.jpeg,"Khiddirpore, Kolkata",MBBS,null,null,"Khiddirpore, Kolkata",Ayurveda,null,"eng,hindi",4.5,MS HAQUE CLINIC,null,https://www.practo.com/kolkata/clinic/ms-haque-clinic-khiddirpore?subscription_id=136587447&reach_subscription_id=136587447&specialization=Ayurveda&ad_id=208898500723834&show_all=true,https://www.practo.com/kolkata/clinic/ms-haque-clinic-khiddirpore?subscription_id=136587447&reach_subscription_id=136587447&specialization=Ayurveda&ad_id=208898500723834&show_all=true,https://www.practo.com/kolkata/clinic/ms-haque-clinic-khiddirpore?subscription_id=136587447&reach_subscription_id=136587447&specialization=Ayurveda&ad_id=208898500723834&show_all=true
MS HAQUE CLINIC,https://images1-fabric.practo.com/practices/1277683/ms-haque-clinic-kolkata-5f7ffba52efdd.jpeg,"Khiddirpore, Kolkata",MBBS,null,null,"Khiddirpore, Kolkata",Ayurveda,null,"eng,hindi",4.5,MS HAQUE CLINIC,null,https://www.practo.com/kolkata/clinic/ms-haque-clinic-khiddirpore/doctors?subscription_id=136587447&reach_subscription_id=136587447&specialization=Ayurveda&ad_id=208898500723834&show_all=true,https://www.practo.com/kolkata/clinic/ms-haque-clinic-khiddirpore/doctors?subscription_id=136587447&reach_subscription_id=136587447&specialization=Ayurveda&ad_id=208898500723834&show_all=true,https://www.practo.com/kolkata/clinic/ms-haque-clinic-khiddirpore/doctors?subscription_id=136587447&reach_subscription_id=136587447&specialization=Ayurveda&ad_id=208898500723834&show_all=true
JIVA Ayurveda Clinic,https://images1-fabric.practo.com/practices/1183233/jiva-ayurveda-clinic-kolkata-605d79a75ec9a.jpg,"Park Circus, Kolkata",MBBS,null,null,"Park Circus, Kolkata",Ayurveda,null,"eng,hindi",null,JIVA Ayurveda Clinic,null,https://www.practo.com/kolkata/clinic/jiva-ayurveda-clinic-park-circus?specialization=Ayurveda,https://www.practo.com/kolkata/clinic/jiva-ayurveda-clinic-park-circus?specialization=Ayurveda,https://www.practo.com/kolkata/clinic/jiva-ayurveda-clinic-park-circus?specialization=Ayurveda
Acharya Manish Ji Ayurveda Centre,https://images1-fabric.practo.com/practices/1255146/acharya-manish-ji-ayurveda-centre-kolkata-5ce26e4cee9ab.png,"Alipore, Kolkata",MBBS,null,null,"Alipore, Kolkata",Ayurveda,null,"eng,hindi",null,Acharya Manish Ji Ayurveda Centre,null,https://www.practo.com/kolkata/clinic/acharya-manish-ji-ayurveda-centre-alipore?specialization=Ayurveda,https://www.practo.com/kolkata/clinic/acharya-manish-ji-ayurveda-centre-alipore?specialization=Ayurveda,https://www.practo.com/kolkata/clinic/acharya-manish-ji-ayurveda-centre-alipore?specialization=Ayurveda
Hamdard Wellness Center,https://images1-fabric.practo.com/practices/1322889/hamdard-wellness-center-patna-606d420a3a10e.png,"Bankipore, Patna",MBBS,null,null,"Bankipore, Patna",Ayurveda,null,"eng,hindi",null,Hamdard Wellness Center,null,https://www.practo.com/patna/clinic/hamdard-wellness-clinic-bankipore?subscription_id=92933306&reach_subscription_id=92933306&specialization=Ayurveda&ad_id=535296860701802&show_all=true,https://www.practo.com/patna/clinic/hamdard-wellness-clinic-bankipore?subscription_id=92933306&reach_subscription_id=92933306&specialization=Ayurveda&ad_id=535296860701802&show_all=true,https://www.practo.com/patna/clinic/hamdard-wellness-clinic-bankipore?subscription_id=92933306&reach_subscription_id=92933306&specialization=Ayurveda&ad_id=535296860701802&show_all=true
Hamdard Wellness Center,https://images1-fabric.practo.com/practices/1322889/hamdard-wellness-center-patna-606d420a3a10e.png,"Bankipore, Patna",MBBS,null,null,"Bankipore, Patna",Ayurveda,null,"eng,hindi",null,Hamdard Wellness Center,null,https://www.practo.com/patna/clinic/hamdard-wellness-clinic-bankipore/doctors?subscription_id=92933306&reach_subscription_id=92933306&specialization=Ayurveda&ad_id=535296860701802&show_all=true,https://www.practo.com/patna/clinic/hamdard-wellness-clinic-bankipore/doctors?subscription_id=92933306&reach_subscription_id=92933306&specialization=Ayurveda&ad_id=535296860701802&show_all=true,https://www.practo.com/patna/clinic/hamdard-wellness-clinic-bankipore/doctors?subscription_id=92933306&reach_subscription_id=92933306&specialization=Ayurveda&ad_id=535296860701802&show_all=true
Panchashil Hospital,//www.practostatic.com/web-assets/images/default_clinic.60df7b39c2ae.png,"Beur, Patna",MBBS,null,null,"Beur, Patna",Ayurveda,null,"eng,hindi",null,Panchashil Hospital,null,https://www.practo.com/patna/hospital/panchashil-hospital-anishabad-beur?specialization=Ayurveda,https://www.practo.com/patna/hospital/panchashil-hospital-anishabad-beur?specialization=Ayurveda,https://www.practo.com/patna/hospital/panchashil-hospital-anishabad-beur?specialization=Ayurveda
Modern Health and Physiotherapy Hospital,//www.practostatic.com/web-assets/images/default_clinic.60df7b39c2ae.png,"Phulwarisharif, Patna",MBBS,null,null,"Phulwarisharif, Patna",Ayurveda,null,"eng,hindi",null,Modern Health and Physiotherapy Hospital,null,https://www.practo.com/patna/hospital/modern-health-and-physiotherapy-hospital-phulwarisharif?specialization=Ayurveda,https://www.practo.com/patna/hospital/modern-health-and-physiotherapy-hospital-phulwarisharif?specialization=Ayurveda,https://www.practo.com/patna/hospital/modern-health-and-physiotherapy-hospital-phulwarisharif?specialization=Ayurveda
Acharya Manish Ji Ayurveda Centre,https://images1-fabric.practo.com/practices/1246244/acharya-manish-ji-ayurveda-centre-patna-5f0db2da3f669.jpg,"Fraser Road Area, Patna",MBBS,null,null,"Fraser Road Area, Patna",Ayurveda,null,"eng,hindi",null,Acharya Manish Ji Ayurveda Centre,null,https://www.practo.com/patna/clinic/acharya-manish-ji-ayurveda-centre-fraser-road-area?specialization=Ayurveda,https://www.practo.com/patna/clinic/acharya-manish-ji-ayurveda-centre-fraser-road-area?specialization=Ayurveda,https://www.practo.com/patna/clinic/acharya-manish-ji-ayurveda-centre-fraser-road-area?specialization=Ayurveda
Bhuvan Aarogyam Hospital,https://images1-fabric.practo.com/practices/1223472/bhuvan-aarogyam-hospital-jaipur-5bb52674ba1a8.jpg/thumbnail,"Shahpura, Jaipur",MBBS,null,null,"Shahpura, Jaipur",Ayurveda,null,"eng,hindi",null,Bhuvan Aarogyam Hospital,null,https://www.practo.com/jaipur/hospital/bhuvan-aarogyam-hospital-shahpura?specialization=Ayurveda,https://www.practo.com/jaipur/hospital/bhuvan-aarogyam-hospital-shahpura?specialization=Ayurveda,https://www.practo.com/jaipur/hospital/bhuvan-aarogyam-hospital-shahpura?specialization=Ayurveda
Piles and Neurospine Ayurved Hospital,//www.practostatic.com/web-assets/images/default_clinic.60df7b39c2ae.png,"Malviya Nagar, Jaipur",MBBS,null,null,"Malviya Nagar, Jaipur",Ayurveda,null,"eng,hindi",null,Piles and Neurospine Ayurved Hospital,null,https://www.practo.com/jaipur/hospital/piles-and-neurospine-ayurved-hospital-jagatpura?specialization=Ayurveda,https://www.practo.com/jaipur/hospital/piles-and-neurospine-ayurved-hospital-jagatpura?specialization=Ayurveda,https://www.practo.com/jaipur/hospital/piles-and-neurospine-ayurved-hospital-jagatpura?specialization=Ayurveda
Arogya Hospital,//www.practostatic.com/web-assets/images/default_clinic.60df7b39c2ae.png,"Neendar Banar, Jaipur",MBBS,null,null,"Neendar Banar, Jaipur",Ayurveda,null,"eng,hindi",5.0,Arogya Hospital,null,https://www.practo.com/jaipur/hospital/arogya-hospital-vaishali-nagar?specialization=Ayurveda,https://www.practo.com/jaipur/hospital/arogya-hospital-vaishali-nagar?specialization=Ayurveda,https://www.practo.com/jaipur/hospital/arogya-hospital-vaishali-nagar?specialization=Ayurveda
Acharya Manish Ji Ayurveda Centre,https://images1-fabric.practo.com/practices/1246086/acharya-manish-ji-ayurveda-centre-jaipur-5f0bea5201c14.jpg,"Milap Nagar, Jaipur",MBBS,null,null,"Milap Nagar, Jaipur",Ayurveda,null,"eng,hindi",null,Acharya Manish Ji Ayurveda Centre,null,https://www.practo.com/jaipur/clinic/acharya-manish-ji-ayurveda-centre-milap-nagar?specialization=Ayurveda,https://www.practo.com/jaipur/clinic/acharya-manish-ji-ayurveda-centre-milap-nagar?specialization=Ayurveda,https://www.practo.com/jaipur/clinic/acharya-manish-ji-ayurveda-centre-milap-nagar?specialization=Ayurveda
Acharya Manish Ji Ayurveda Centre,https://images1-fabric.practo.com/practices/1246101/acharya-manish-ji-ayurveda-centre-ranchi-5f096e12dbc66.jpg,"Argora, Ranchi",MBBS,null,null,"Argora, Ranchi",Ayurveda,null,"eng,hindi",null,Acharya Manish Ji Ayurveda Centre,null,https://www.practo.com/ranchi/clinic/acharya-manish-ji-ayurveda-centre-argora?specialization=Ayurveda,https://www.practo.com/ranchi/clinic/acharya-manish-ji-ayurveda-centre-argora?specialization=Ayurveda,https://www.practo.com/ranchi/clinic/acharya-manish-ji-ayurveda-centre-argora?specialization=Ayurveda
Jiva Ayurveda,https://images1-fabric.practo.com/practices/1272608/jiva-ayurveda-ranchi-605d79efa4e24.jpg,"Ranchi, Ranchi",MBBS,null,null,"Ranchi, Ranchi",Ayurveda,null,"eng,hindi",null,Jiva Ayurveda,null,https://www.practo.com/ranchi/clinic/jiva-ayurveda-ranchi-1?specialization=Ayurveda,https://www.practo.com/ranchi/clinic/jiva-ayurveda-ranchi-1?specialization=Ayurveda,https://www.practo.com/ranchi/clinic/jiva-ayurveda-ranchi-1?specialization=Ayurveda
Hamdard Wellness Center,https://images1-fabric.practo.com/practices/1322896/hamdard-wellness-center-meerut-606d41c03bbd8.png,"Jain Nagar, Meerut",MBBS,null,null,"Jain Nagar, Meerut",Ayurveda,null,"eng,hindi",null,Hamdard Wellness Center,null,https://www.practo.com/meerut/clinic/hamdard-wellness-center-jain-nagar?subscription_id=92933306&reach_subscription_id=92933306&specialization=Ayurveda&ad_id=343614339821575&show_all=true,https://www.practo.com/meerut/clinic/hamdard-wellness-center-jain-nagar?subscription_id=92933306&reach_subscription_id=92933306&specialization=Ayurveda&ad_id=343614339821575&show_all=true,https://www.practo.com/meerut/clinic/hamdard-wellness-center-jain-nagar?subscription_id=92933306&reach_subscription_id=92933306&specialization=Ayurveda&ad_id=343614339821575&show_all=true
